AcresBurned,Counties,Latitude,Longitude,Started,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,preciptype,windgust,windspeed,winddir,pressure
90.0,Riverside,33.95820,-116.65340,2013-05-21T14:16:00Z,23.6,23.6,29.2,4.6,0.0,,,0.0,,,12.1,330.0,1010.2
92.0,Butte,39.66120,-121.50354,2013-08-01T16:01:00Z,19.1,19.1,57.8,10.6,0.0,,,0.0,,,15.4,142.0,1017.0
5247.0,Stanislaus,38.32900,-119.78200,2017-07-31T13:44:00Z,7.8,7.8,70.9,2.8,0.0,,,0.0,,,0.8,338.0,1021.3
100.0,San Diego,32.96120,-116.79450,2016-07-18T13:08:00Z,15.8,15.8,92.4,14.6,0.0,,,0.0,,,0.6,12.0,1015.8
10.0,Mariposa,37.76888,-120.15846,2017-09-20T14:53:00Z,10.5,10.5,83.3,7.8,0.0,,,0.0,,,5.3,13.0,1013.5
125.0,Mariposa,37.62823,-120.30046,2017-08-13T16:23:00Z,24.0,24.0,41.3,10.1,0.0,,,0.0,,,13.3,334.0,1011.5
32.0,Lassen,41.08583,-121.05722,2018-07-15T16:45:00Z,21.1,21.1,54.8,11.7,0.0,,,0.0,,31.7,22.3,90.0,1017.2
30.0,Lassen,41.12362,-121.19426,2015-08-29T16:06:00Z,20.0,20.0,42.0,6.7,0.0,,,0.0,,54.5,40.7,180.0,1010.0
200.0,San Bernardino,34.18300,-117.28500,2019-10-31T06:53:47Z,12.1,12.1,8.0,-21.3,0.0,,,0.0,,35.3,17.9,56.0,1021.8
42.0,Riverside,33.96936,-117.12650,2013-06-08T15:37:00Z,16.0,16.0,91.8,14.7,0.0,,,0.0,,,3.8,302.0,1009.4
215.0,San Benito,36.37532,-120.86258,2018-06-12T15:06:00Z,15.6,15.6,71.9,10.6,0.0,,,0.0,,,2.8,81.0,1012.0
17357.0,Sonoma,38.76549,-122.90939,2017-10-09T03:30:00Z,20.7,20.7,14.4,-7.4,0.0,,,0.0,,,14.0,354.0,1009.3
60.0,Amador,38.26078,-121.13543,2015-06-16T16:42:00Z,19.4,19.4,61.1,11.7,0.0,,,0.0,,,4.6,331.0,1012.8
25.0,San Diego,32.79477,-116.83974,2019-07-17T17:42:04Z,20.6,20.6,67.9,14.5,0.0,,,0.0,,,12.4,234.0,1014.2
441.0,Shasta,40.36873,-122.72913,2016-07-08T22:45:00Z,27.9,27.3,35.8,11.4,0.0,,,0.0,,,8.8,170.0,1012.5
237.0,Fresno,36.24653,-120.31598,2017-09-19T19:47:00Z,24.2,24.2,34.8,7.7,0.0,,,0.0,,33.5,17.1,312.0,1015.5
0.0,Siskiyou,41.86609,-122.73031,2017-07-04T15:21:00Z,21.2,21.2,56.4,12.2,0.0,,,0.0,,,4.2,0.0,1015.9
1500.0,Solano,38.21396,-121.94240,2018-11-08T13:28:00Z,14.4,14.4,18.8,-9.1,0.0,,,0.0,,45.6,31.1,5.0,1017.9
5731.0,Yolo,38.52513,-122.06788,2016-08-02T16:36:00Z,18.8,18.8,63.4,11.7,0.0,,,0.0,,,10.6,260.0,1015.5
74.0,Santa Clara,37.18904,-121.69497,2019-07-02T16:10:02Z,16.3,16.3,71.9,11.2,0.0,,,0.0,,,0.0,0.0,1016.6
37.0,San Diego,33.25986,-117.02733,2019-10-25T15:05:52Z,22.9,22.9,11.8,-8.2,0.0,,,0.0,,,11.8,52.0,1015.5
406.0,Inyo,36.60258,-118.01651,2013-02-24T08:16:00Z,11.7,11.7,,,,,,0.0,,,,,
2100.0,Fresno,36.94536,-119.25959,2016-10-11T12:58:00Z,13.4,13.4,72.4,8.5,0.0,,,0.0,,,9.3,314.0,1014.6
43.0,Tehama,39.93965,-122.40142,2016-06-21T10:26:00Z,20.9,20.9,49.4,9.9,0.0,,,0.0,,,9.8,335.0,1015.8
482.0,Madera,37.01557,-119.78106,2013-06-16T18:17:00Z,26.8,26.2,27.4,6.5,0.0,,,0.0,,,11.4,230.0,1016.0
72.0,Riverside,33.75526,-117.25075,2017-07-18T15:34:00Z,22.6,22.6,67.0,16.2,0.0,,,0.0,,,0.7,353.0,1013.7
210.0,Merced,37.31288,-120.24241,2019-06-29T15:09:52Z,18.5,18.5,51.2,8.2,0.0,,,0.0,,,11.2,325.0,1015.7
100.0,Santa Clara,36.99092,-121.59899,2017-09-03T19:17:00Z,33.6,32.5,27.9,12.5,0.0,,,0.0,,,7.5,142.0,1013.6
968.0,Orange,33.74800,-117.60100,2014-09-12T10:30:00Z,19.3,19.3,72.9,14.3,0.0,,,0.0,,,0.0,0.0,1009.7
103.0,Madera,37.25601,-119.65776,2016-07-04T11:53:00Z,19.2,19.2,56.3,10.3,0.0,,,0.0,,,7.3,330.0,1012.3
1011.0,Riverside,33.99250,-117.05917,2019-10-10T15:38:44Z,11.2,11.2,89.8,9.6,,,,0.0,,,0.0,0.0,1013.0
55.0,Riverside,33.57039,-116.14660,2019-05-29T21:06:00Z,36.1,33.5,13.5,3.8,0.0,,,0.0,,35.3,20.0,148.0,1006.0
22.0,Alameda,37.09324,-121.58685,2019-07-12T18:40:09Z,21.7,21.7,61.5,14.0,0.0,,,0.0,,,5.4,240.0,1014.8
88.0,Merced,37.05694,-121.01638,2018-05-20T13:07:00Z,9.9,8.2,87.6,7.9,0.0,,,0.0,,,12.3,273.0,1012.8
20.0,Monterey,35.77082,-120.92482,2017-05-14T12:00:00Z,7.7,5.7,84.8,5.3,0.0,,,0.0,,3.6,10.9,317.0,1013.0
70.0,Monterey,36.28330,-121.33060,2016-06-18T16:47:00Z,17.4,17.4,70.1,11.9,0.0,,,0.0,,,5.0,333.0,1022.8
268.0,Los Angeles,34.14900,-117.90800,2013-09-23T18:00:00Z,27.8,26.8,26.9,7.0,0.0,,,0.0,,,1.9,301.0,1010.9
1598.0,San Luis Obispo,35.40250,-120.49920,2017-06-26T15:27:00Z,14.0,14.0,84.8,11.5,0.0,,,0.0,,,0.0,0.0,1015.9
50.0,Santa Barbara,34.72379,-120.13249,2017-07-17T14:55:00Z,14.6,14.6,84.3,12.0,0.0,,,0.0,,,0.0,0.0,1012.2
120.0,Riverside,33.88287,-116.99651,2017-05-25T14:48:00Z,13.0,13.0,84.4,10.4,0.0,,,0.0,,,8.5,65.0,1010.2
215.0,Siskiyou,41.08500,-123.05100,2018-07-01T18:13:00Z,27.9,26.8,25.5,6.3,0.0,,,0.0,,,6.8,204.0,1019.9
6033.0,Butte,39.45352,-121.41222,2017-07-07T14:52:00Z,24.5,24.5,44.0,11.5,0.0,,,0.0,,,0.0,0.0,1015.8
30.0,Shasta,40.41741,-122.76726,2019-07-05T14:46:33Z,18.4,18.4,54.4,9.1,0.0,,,0.0,,,5.2,350.0,1013.2
63.0,Riverside,33.81976,-117.18552,2017-07-28T18:11:00Z,32.0,31.0,31.9,13.2,0.0,,,0.0,,,15.5,296.0,1012.2
822.0,Yolo,38.59694,-121.99389,2018-07-18T14:24:00Z,17.2,17.2,78.3,13.4,0.0,,,0.0,,,6.1,302.0,1013.7
35.0,El Dorado,38.65248,-120.82616,2019-08-15T17:47:43Z,30.6,28.8,22.0,6.4,0.0,,,0.0,,,3.0,339.0,1013.1
57.0,Solano,38.33475,-122.02564,2016-07-22T13:01:00Z,11.6,11.6,83.1,8.8,0.0,,,0.0,,,5.6,299.0,1017.5
1350.0,Sutter,39.28926,-121.85906,2019-06-08T14:37:00Z,15.3,15.3,45.1,3.5,0.0,,,0.0,,46.4,26.3,326.0,1017.4
138.0,Kern,35.60748,-118.94811,2016-07-15T23:55:00Z,39.2,36.4,11.2,3.7,0.0,,,0.0,,37.1,15.4,302.0,1008.3
167.0,Monterey,36.18401,-120.69955,2018-10-13T14:43:00Z,9.6,9.0,66.8,3.7,0.0,,,0.0,,,6.0,296.0,1010.5
167.0,San Diego,33.38389,-116.86861,2015-07-24T16:18:00Z,21.4,21.4,64.2,14.4,0.0,,,0.0,,,0.0,0.0,1017.6
410203.0,Colusa,39.24328,-123.10337,2018-07-27T12:05:00Z,16.5,16.5,65.3,10.0,0.0,,,0.0,,22.3,0.3,357.0,1012.3
40.0,Santa Clara,37.34219,-121.71771,2013-12-31T05:30:00Z,9.3,8.9,56.5,1.1,0.0,,,0.0,,,5.4,83.0,1024.1
212.0,Shasta,40.41511,-122.43994,2015-07-29T17:55:00Z,34.9,32.3,10.7,-0.4,0.0,,,0.0,,,20.1,344.0,1011.7
50.0,Yuba,39.06308,-121.30300,2017-07-08T16:47:00Z,30.6,29.3,29.7,10.9,0.0,,,0.0,,,8.1,185.0,1011.0
15.0,Modoc,41.52123,-120.72362,2018-09-02T14:53:00Z,4.5,4.5,66.7,-1.2,0.0,,,0.0,,,0.4,359.0,1015.3
38.0,Nevada,39.18710,-121.26870,2014-07-07T16:35:00Z,27.0,26.3,26.5,6.2,0.0,,,0.0,,,3.5,45.0,1015.7
21.0,San Benito,36.35578,-120.99552,2017-05-22T04:50:00Z,12.0,12.0,91.4,10.7,0.0,,,0.0,,,12.6,245.0,1016.2
13.0,Shasta,40.67889,-122.40056,2018-09-04T14:43:00Z,17.8,17.8,66.4,11.5,0.0,,,0.0,,,0.0,0.0,1009.4
283.0,San Joaquin,37.63206,-121.53838,2019-07-03T15:34:12Z,16.4,16.4,71.9,11.3,0.0,,,0.0,,,9.6,287.0,1013.0
30.0,Contra Costa,37.99618,-122.14097,2018-08-17T19:19:00Z,24.4,24.4,48.7,12.9,0.0,,,0.0,,,17.7,311.0,1016.2
865.0,Tehama,40.13460,-121.79018,2014-01-02T20:00:00Z,17.0,17.0,31.5,0.0,0.0,,,0.0,,,7.8,352.0,1021.1
70.0,Yuba,39.15641,-121.56363,2019-06-08T13:07:00Z,14.7,14.7,45.3,3.0,0.0,,,0.0,,40.7,26.7,328.0,1016.6
105.0,Riverside,33.95038,-116.88445,2017-06-15T11:36:00Z,10.8,10.8,54.0,1.9,0.0,,,0.0,,,0.9,327.0,1010.3
410203.0,Lake,39.24328,-123.10337,2018-07-27T12:05:00Z,16.5,16.5,65.3,10.0,0.0,,,0.0,,22.3,0.3,357.0,1012.3
70.0,Riverside,33.50496,-117.14820,2018-05-04T14:48:00Z,13.4,13.4,62.4,6.4,,,,0.0,,,6.6,14.0,1020.4
1350.0,Kern,35.54300,-118.65400,2017-07-30T16:17:00Z,28.4,27.4,31.5,9.9,0.0,,,0.0,,,6.8,304.0,1015.8
134.0,Butte,39.69717,-121.75417,2017-06-16T09:27:00Z,23.6,23.6,51.7,13.1,0.0,,,0.0,,,18.6,326.0,1014.9
300.0,Riverside,33.59257,-117.14979,2017-12-07T13:14:00Z,4.4,3.1,36.4,-9.2,0.0,,,0.0,,,5.9,77.0,1024.9
10.0,Riverside,33.53924,-116.10231,2018-05-28T07:23:00Z,26.1,26.1,36.5,10.0,0.0,,,0.0,,,17.0,319.0,1008.0
12.0,San Diego,33.12213,-116.58759,2018-05-10T20:41:00Z,27.2,27.0,40.0,12.4,0.0,,,0.0,,,13.0,262.0,1010.3
54612.0,Plumas,40.06139,-120.68056,2019-09-04T15:17:31Z,14.1,14.1,51.0,4.1,,,,0.0,,,5.4,300.0,
775.0,San Luis Obispo,35.79080,-120.77485,2017-08-11T16:06:00Z,17.0,17.0,79.0,13.4,0.0,,,0.0,,,5.0,341.0,1013.8
35.0,Riverside,33.74925,-117.10301,2017-09-29T18:01:00Z,29.5,27.8,14.6,-0.2,0.0,,,0.0,,,1.1,350.0,1012.6
73.0,San Bernardino,34.00315,-117.10608,2013-09-11T16:57:00Z,18.4,18.4,76.3,14.2,0.0,,,0.0,,,0.0,0.0,1015.1
85.0,Madera,37.32280,-119.77380,2016-08-04T14:13:00Z,18.5,18.5,60.2,10.6,0.0,,,0.0,,,5.9,321.0,1010.8
10.0,Fresno,37.10067,-119.32109,2017-09-11T10:00:00Z,20.2,20.2,61.6,12.6,0.0,,,0.0,,,10.7,230.0,1011.5
32.0,Fresno,36.93867,-119.31278,2018-10-02T15:45:00Z,19.0,19.0,72.6,13.9,0.2,,,0.0,,,0.0,0.0,1009.3
7050.0,Fresno,36.09974,-120.51057,2016-08-09T13:08:00Z,13.9,13.9,71.3,8.8,0.0,,,0.0,,,10.1,290.0,1009.3
410203.0,Mendocino,39.24328,-123.10337,2018-07-27T12:05:00Z,16.5,16.5,65.3,10.0,0.0,,,0.0,,22.3,0.3,357.0,1012.3
120.0,Calaveras,120.67902,38.17824,2014-06-20T15:27:00Z,16.5,16.5,65.3,10.0,0.0,,,0.0,,22.3,0.3,357.0,1012.3
55.0,San Diego,33.41160,-117.28862,2015-08-09T08:22:00Z,16.4,16.4,82.7,13.5,0.0,,,0.0,,,5.4,58.0,1014.2
1042.0,Butte,39.52180,-121.33630,2015-09-11T14:15:00Z,23.1,23.1,40.5,8.9,0.0,,,0.0,,,1.5,357.0,1012.4
4045.0,Kern,35.72060,-118.47470,2014-08-18T14:30:00Z,18.8,18.8,47.7,7.4,0.0,,,0.0,,,7.0,102.0,1010.3
26.0,Riverside,33.94788,-116.59719,2017-06-01T16:12:00Z,24.9,24.9,41.0,10.7,0.0,,,0.0,,,12.5,335.0,1009.4
36450.0,Tuolumne,38.34900,-119.92900,2018-08-01T17:48:00Z,25.7,25.7,28.7,6.1,0.0,,,0.0,,,2.4,57.0,1014.4
186.0,Fresno,36.70468,-120.40508,2017-06-11T10:46:00Z,13.6,13.6,62.9,6.7,0.0,,,0.0,,40.7,24.0,320.0,1012.0
205.0,Riverside,33.85323,-117.48195,2017-07-04T16:55:00Z,24.1,24.1,53.2,13.9,0.0,,,0.0,,,2.4,311.0,1015.8
10.0,Napa,38.27229,-122.26389,2018-08-09T14:21:00Z,13.8,13.8,89.7,12.1,0.0,,,0.0,,,0.3,352.0,1013.2
258.0,Santa Barbara,34.02320,-119.76576,2018-03-27T14:45:00Z,8.3,7.2,57.3,0.4,0.0,,,0.0,,,7.3,18.0,1020.1
215.0,Santa Barbara,34.75134,-120.55297,2016-09-22T14:20:00Z,11.0,11.0,99.4,10.9,0.0,,,0.0,,,11.3,354.0,1016.3
40.0,Riverside,33.90327,-116.50151,2017-11-14T16:11:00Z,20.3,20.3,28.1,1.3,0.0,,,0.0,,,5.3,214.0,1017.2
10.0,Riverside,117.13874,33.93943,2017-06-16T14:51:00Z,20.3,20.3,28.1,1.3,0.0,,,0.0,,,5.3,214.0,1017.2
10.0,Sonoma,38.24515,-122.44408,2018-06-05T13:03:00Z,7.7,7.7,93.2,6.6,0.0,,,0.0,,,2.9,320.0,1011.0
15.0,Tehama,39.87983,-122.54150,2017-08-10T17:24:00Z,26.6,26.6,50.6,15.6,0.0,,,0.0,,,4.7,100.0,1012.4
183.0,Kern,35.19008,-118.76152,2017-10-12T10:42:00Z,7.9,5.3,64.7,1.7,0.0,,,0.0,,,15.3,347.0,1015.1
78.0,Santa Clara,36.96607,-121.55552,2017-07-23T16:07:00Z,16.8,16.8,74.7,12.3,0.0,,,0.0,,,0.3,355.0,1012.7
20.0,Contra Costa,37.81111,-121.79440,2018-11-15T13:31:00Z,2.5,2.5,51.3,-6.6,0.0,,,0.0,,,0.0,0.0,1021.9
34.0,Riverside,33.45060,-116.85782,2019-08-22T19:31:10Z,28.0,27.7,40.3,13.3,0.0,,,0.0,,,12.1,250.0,1008.3
30.0,Riverside,33.96896,-117.25411,2017-07-03T19:31:00Z,31.7,29.5,13.3,0.2,0.0,,,0.0,,,10.4,172.0,1016.8
22.0,Napa,38.68347,-122.26540,2017-06-13T10:18:00Z,11.4,11.4,85.5,9.0,0.0,,,0.0,,,4.0,268.0,1018.2
110.0,San Bernardino,34.28700,-117.45100,2013-08-17T17:25:00Z,27.3,26.9,36.5,11.1,0.0,,,0.0,,,0.0,0.0,1012.8
30.0,San Bernardino,34.28888,-116.94131,2013-04-20T17:30:00Z,12.7,12.7,23.6,-7.6,0.0,,,0.0,,29.5,15.9,50.0,1013.8
167.0,Riverside,33.63500,-116.80111,2019-09-15T20:13:05Z,35.3,33.1,17.7,7.2,0.0,,,0.0,,,7.8,121.0,1010.8
50.0,Kern,35.21556,-118.56578,2017-10-26T11:55:00Z,8.1,8.1,48.1,-2.2,0.0,,,0.0,,,0.7,330.0,1011.9
41.0,Kern,35.05076,-118.90004,2017-05-14T14:00:00Z,7.5,6.1,57.7,-0.3,0.0,,,0.0,,,7.8,318.0,1010.8
116.0,San Benito,36.59036,-120.82355,2018-07-12T12:57:00Z,14.4,14.4,88.9,12.6,0.0,,,0.0,,,9.9,289.0,1012.7
207.0,Siskiyou,39.28926,-121.85906,2019-06-17T17:50:00Z,24.7,24.7,52.8,14.5,0.0,,,0.0,,,9.9,191.0,1009.6
4474.0,Santa Clara,37.10632,-121.85318,2016-09-26T14:42:00Z,16.0,16.0,57.7,7.7,0.0,,,0.0,,,5.8,3.0,1015.1
111.0,Butte,39.38416,-121.57860,2017-06-22T11:10:00Z,28.3,27.6,35.9,11.8,0.0,,,0.0,,,13.8,325.0,1003.9
100.0,San Diego,32.64962,-116.37345,2017-10-21T13:04:00Z,4.6,3.5,99.6,4.5,0.0,,,0.0,,,5.3,22.0,1014.3
126.0,Fresno,36.53550,-120.65850,2017-04-29T17:15:00Z,18.6,18.6,35.6,3.1,0.0,,,0.0,,,9.5,295.0,1019.6
316.0,Monterey,35.90833,-120.98417,2019-07-29T15:43:48Z,13.4,13.4,92.7,12.2,0.0,,,0.0,,,9.4,300.0,1014.5
10.0,Riverside,33.49663,-116.63111,2019-09-10T10:43:58Z,24.6,24.6,45.8,12.1,0.0,,,0.0,,,4.1,21.0,1006.4
17.0,Siskiyou,41.64895,-122.35962,2019-06-14T16:14:00Z,21.5,21.5,51.7,11.1,0.0,,,0.0,,,7.6,0.0,1015.4
70.0,Solano,121.99900,38.45300,2014-06-12T14:29:00Z,21.5,21.5,51.7,11.1,0.0,,,0.0,,,7.6,0.0,1015.4
57.0,Riverside,33.59820,-116.19850,2014-03-28T14:31:00Z,15.7,15.7,48.8,5.0,0.0,,,0.0,,,12.8,319.0,1017.1
200.0,Santa Barbara,34.63092,-120.18737,2019-09-09T17:42:43Z,14.7,14.7,87.0,12.6,0.0,,,0.0,,,2.2,329.0,1014.3
4310.0,Plumas,39.90340,-120.97610,2017-07-29T18:55:00Z,27.2,26.5,29.0,7.6,0.0,,,0.0,,,9.4,290.0,1013.9
1542.0,Trinity,40.92400,-123.16800,2015-06-10T15:00:00Z,18.8,18.8,76.5,14.5,,,,0.0,,,2.8,278.0,1014.3
10.0,Tehama,39.80827,-122.33070,2018-06-03T08:55:00Z,23.3,23.3,48.0,11.7,0.0,,,0.0,,,8.0,338.0,1011.3
247.0,Contra Costa,37.89612,-121.85847,2018-07-25T14:41:00Z,16.4,16.4,75.4,12.1,0.0,,,0.0,,,3.4,334.0,1017.1
22.0,Mariposa,37.69965,-120.05450,2018-08-04T13:57:00Z,18.5,18.5,72.7,13.5,0.0,,,0.0,,,2.4,0.0,1010.8
75.0,Shasta,40.68192,-122.40960,2016-09-10T15:45:00Z,18.2,18.2,54.8,9.0,0.0,,,0.0,,,0.6,358.0,1015.4
80.0,Santa Clara,37.43319,-121.80726,2019-07-24T20:01:44Z,31.9,29.9,19.4,5.7,0.0,,,0.0,,,9.8,316.0,1014.6
96949.0,Los Angeles,34.23500,-118.70128,2018-11-08T14:24:00Z,14.7,14.7,87.7,12.7,0.0,,,0.0,,,1.1,0.0,1014.1
76.0,Shasta,40.59390,-122.17173,2018-09-28T14:44:00Z,12.6,12.6,54.4,3.6,0.0,,,0.0,,,0.5,358.0,1009.0
18.0,Monterey,36.17270,-120.86682,2017-05-16T16:10:00Z,11.2,11.2,68.9,5.7,0.0,,,0.0,,,18.4,320.0,1017.9
0.0,Lassen,40.63610,-120.96430,2017-07-06T13:00:00Z,11.1,11.1,66.5,5.1,,,,0.0,,,5.4,270.0,
1708.0,Mariposa,37.58202,-119.91071,2013-06-16T14:12:00Z,13.9,13.9,66.6,7.7,0.0,,,0.0,,,5.2,296.0,1014.7
124.0,Solano,38.08744,-122.13802,2013-06-18T15:18:00Z,15.3,15.3,65.8,9.0,0.0,,,0.0,,31.3,20.8,257.0,1015.0
214.0,Riverside,33.91100,-116.98053,2019-06-29T12:54:13Z,12.0,12.0,76.4,8.0,,,,0.0,,,0.0,0.0,1013.4
229651.0,Trinity,40.65428,-122.62357,2018-07-23T13:15:00Z,21.3,21.3,68.4,15.3,0.0,,,0.0,,,5.7,5.0,1015.2
140.0,El Dorado,38.55971,-120.70013,2017-07-26T13:58:00Z,21.8,21.8,42.5,8.5,0.0,,,0.0,,,9.6,106.0,1014.8
195.0,Contra Costa,37.81629,-121.68113,2015-07-30T11:18:00Z,18.9,18.9,69.3,13.2,0.0,,,0.0,,289.1,10.0,301.0,1013.1
365.0,San Diego,33.07892,-116.91845,2018-07-27T13:28:00Z,15.4,15.4,87.0,13.3,0.0,,,0.0,,,5.3,284.0,1011.0
289.0,Monterey,35.79069,-120.73102,2019-10-09T06:52:14Z,16.3,16.3,52.5,6.6,0.0,,,0.0,,9.4,8.7,274.0,1010.5
339.0,Tulare,36.45809,-118.87676,2017-06-07T11:55:00Z,17.3,17.3,51.9,7.3,0.0,,,0.0,,,8.7,262.0,1010.8
100.0,Santa Clara,37.14653,-121.68165,2017-08-11T14:55:00Z,14.9,14.9,93.5,13.9,0.0,,,0.0,,,3.1,332.0,1014.3
114.0,Napa,38.49336,-122.24830,2017-08-11T12:57:00Z,16.1,16.1,87.2,14.0,0.0,,,0.0,,,16.7,227.0,1011.9
100.0,San Diego,32.56447,-116.90037,2013-05-22T16:14:00Z,17.8,17.8,73.6,13.0,0.0,,,0.0,,,11.5,198.0,1010.5
130.0,Butte,39.44030,-121.42647,2016-09-22T11:45:00Z,13.3,13.3,65.3,6.9,0.0,,,0.0,,,12.0,164.0,1012.6
110.0,Tehama,40.35069,-121.77868,2015-08-08T14:55:00Z,19.5,19.5,69.0,13.6,0.0,,,0.0,,,3.9,245.0,1011.0
35.0,Mendocino,39.62194,-123.28774,2018-11-08T11:58:00Z,2.9,1.5,75.0,-1.1,0.0,,,0.0,,,5.4,140.0,1018.9
32.0,Trinity,40.80400,-123.37500,2017-08-02T11:13:00Z,15.3,15.3,81.3,12.2,0.0,,,0.0,,,5.3,340.0,1011.7
20.0,Riverside,33.52441,-116.82172,2018-06-14T17:02:00Z,27.6,26.7,27.3,7.1,0.0,,,0.0,,,10.5,179.0,1006.9
416.0,Tulare,36.22265,-119.06598,2017-07-20T19:16:00Z,29.9,28.6,29.0,10.0,0.0,,,0.0,,,4.1,320.0,1016.6
0.0,Napa,38.31802,-122.39052,2017-10-08T23:48:00Z,29.0,27.4,8.3,-8.2,0.0,,,0.0,,40.4,24.7,20.0,1007.7
0.0,Alpine,38.59806,-119.75194,2015-06-19T19:00:00Z,27.2,26.0,7.5,-10.7,0.0,,,0.0,,29.2,16.5,191.0,1012.2
116.0,Modoc,41.29226,-121.17212,2015-07-23T16:40:00Z,17.2,17.2,51.8,7.2,0.0,,,0.0,,,0.0,0.0,1013.3
47.0,Santa Clara,37.32556,-121.76444,2019-07-15T11:12:00Z,16.3,16.3,81.6,13.2,0.0,,,0.0,,,5.5,320.0,1015.8
50.0,San Diego,33.23281,-117.29509,2017-06-13T14:31:00Z,12.4,12.4,82.1,9.4,0.0,,,0.0,,,1.9,60.0,1014.3
85.0,San Bernardino,34.20152,-117.14466,2017-07-22T13:35:00Z,13.4,13.4,74.1,8.9,0.0,,,0.0,,,0.0,0.0,1011.8
36274.0,San Bernardino,34.30372,-117.49342,2016-08-16T10:44:00Z,20.4,20.4,42.5,7.3,0.0,,,0.0,,,2.0,17.0,1009.6
1806.0,Ventura,34.28218,-118.80339,2019-10-30T07:45:14Z,11.4,11.4,77.0,7.5,,,,0.0,,,1.8,5.0,1015.2
35.0,Calaveras,37.96311,-120.67335,2016-07-12T15:19:00Z,19.6,19.6,45.3,7.4,0.0,,,0.0,,,3.1,320.0,1012.8
2236.0,San Diego,33.34100,-117.30920,2013-10-05T12:45:00Z,18.8,18.8,17.1,-6.7,0.0,,,0.0,,,12.3,36.0,1016.6
69.0,Fresno,36.72790,-119.28241,2017-08-27T18:47:00Z,33.0,31.8,28.6,12.4,0.0,,,0.0,,,8.0,155.0,1013.6
354.0,San Benito,37.16035,-120.93749,2013-05-03T11:42:00Z,11.9,11.9,60.3,4.5,0.0,,,0.0,,,2.3,306.0,1016.1
96.0,Riverside,33.81284,-117.12289,2019-07-13T10:36:00Z,19.1,19.1,79.7,15.5,0.0,,,0.0,,,3.9,305.0,1009.0
25.0,Santa Clara,37.11831,-121.69784,2016-09-01T14:36:00Z,14.4,14.4,95.3,13.6,0.0,,,0.0,,,0.0,0.0,1015.0
530.0,Lassen,41.11989,-120.74968,2017-08-06T15:29:00Z,17.2,17.2,63.0,10.1,0.0,,,0.0,,,0.0,,1014.8
9.0,Riverside,33.82798,-117.49962,2019-10-10T12:08:00Z,14.9,14.9,82.1,11.9,0.0,,,0.0,,,6.6,230.0,1010.6
38.0,Shasta,40.60866,-122.38366,2018-10-14T11:33:00Z,20.6,20.6,10.6,-11.4,0.0,,,0.0,,50.0,32.7,359.0,1012.8
30.0,Fresno,35.92436,-119.94083,2018-04-12T14:30:00Z,7.7,4.4,85.0,5.4,0.0,,,0.0,,,21.3,330.0,1021.7
26.0,Placer,38.93610,-121.15480,2015-07-22T18:17:00Z,27.7,27.0,32.9,9.9,0.0,,,0.0,,,15.5,195.0,1008.5
680.0,Mariposa,37.37397,-119.83556,2017-09-03T13:10:00Z,25.2,25.2,61.8,17.3,0.0,,,0.0,,,8.0,125.0,1010.2
12.0,Butte,39.32889,-121.23431,2019-06-29T22:07:59Z,30.8,29.0,21.0,6.0,0.0,,,0.0,,,7.8,224.0,1015.2
51.0,Santa Clara,37.44485,-121.84108,2017-07-26T23:19:00Z,27.6,27.7,45.5,14.7,0.0,,,0.0,,,17.3,296.0,1014.9
128.0,Santa Clara,37.46774,-121.84275,2019-09-21T11:49:00Z,15.4,15.4,67.1,9.3,0.0,,,0.0,,,2.7,39.0,1013.8
124.0,Riverside,33.96359,-117.18793,2013-05-25T14:59:00Z,12.5,12.5,83.4,9.8,0.0,,,0.0,,,5.2,101.0,1015.2
12.0,Madera,37.22791,-119.50461,2018-07-10T17:31:00Z,28.6,27.5,28.4,8.6,0.0,,,0.0,,,10.3,37.0,1014.6
40.0,Stanislaus,37.24523,-121.20324,2015-07-28T12:10:00Z,13.0,13.0,81.6,10.0,0.0,,,0.0,,,0.7,0.0,1010.0
510.0,Riverside,33.89406,-116.85502,2013-05-04T11:43:00Z,13.2,13.2,31.5,-3.3,0.0,,,0.0,,,0.0,0.0,1005.9
19.0,Napa,38.51913,-122.18188,2015-06-27T12:51:00Z,16.8,16.8,63.3,9.7,0.0,,,0.0,,55.4,21.4,237.0,1011.5
81.0,Riverside,33.51466,-116.78840,2019-07-16T13:45:43Z,21.1,21.1,44.6,8.6,0.0,,,0.0,,,0.0,0.0,1006.0
9217.0,Orange,33.87041,-117.70975,2017-10-09T09:51:00Z,16.7,16.7,82.5,13.7,0.0,,,0.0,,,1.1,334.0,1010.1
68.0,Merced,37.08529,-121.09354,2018-06-24T16:11:00Z,23.4,23.4,50.3,12.5,0.0,,,0.0,,,10.1,263.0,1007.6
68.0,Sacramento,38.33707,-121.11113,2017-06-01T15:38:00Z,16.9,16.9,77.8,13.1,0.0,,,0.0,,,11.9,212.0,1013.1
82.0,Mendocino,39.04420,-123.14780,2013-11-22T10:06:00Z,12.1,12.1,15.8,-13.2,0.0,,,0.0,,16.6,14.4,352.0,1015.9
31.0,Fresno,36.09968,-120.44355,2017-08-23T13:28:00Z,17.7,17.7,71.9,12.6,0.0,,,0.0,,,6.0,320.0,1013.3
